PartcipantID:pedazo
InitialTimeStamp:16-05-43-669
1:ItemsNoQuestion;11:ItemsWithQuestion;2:AnswerScreen;21:ParticipantsAnswer;3:InterTrialScreen;4:InterBlockScreen;5:EndScreen
block;trial;eventType;elapsedTime
1;1;1;495
1;1;11;5603
1;1;2;10893
1;1;21;10986
1;1;3;11019
1;2;1;15181
1;2;11;20270
1;2;2;25304
1;2;21;26013
1;2;3;26032
1;3;1;30156
1;3;11;35219
1;3;2;41188
1;3;3;44306
1;4;1;48428
1;4;11;53532
1;4;2;58564
1;4;21;60214
1;4;3;60234
1;5;1;64321
