PartcipantID:Zeus
InitialTimeStamp:16-49-15-188
1:ItemsNoQuestion;11:ItemsWithQuestion;2:AnswerScreen;21:ParticipantsAnswer;3:InterTrialScreen;4:InterBlockScreen;5:EndScreen
block;trial;eventType;elapsedTime
1;1;1;63
1;1;11;5083
1;1;2;10128
1;1;3;13161
1;2;1;17216
1;2;11;22216
1;2;2;27244
1;2;21;29524
1;2;3;29545
1;3;1;33601
